date,close,currency
2023-01-03,1080.0,GBp
2023-01-04,1091.44,GBp
2023-01-05,1092.35,GBp
2023-01-06,1084.91,GBp
2023-01-09,1082.39,GBp
2023-01-10,1076.68,GBp
2023-01-11,1076.24,GBp
2023-01-12,1078.21,GBp
2023-01-13,1081.75,GBp
2023-01-16,1069.73,GBp
2023-01-17,1069.96,GBp
2023-01-18,1058.91,GBp
2023-01-19,1053.05,GBp
2023-01-20,1049.27,GBp
2023-01-23,1047.05,GBp
2023-01-24,1050.03,GBp
2023-01-25,1049.98,GBp
2023-01-26,1054.33,GBp
2023-01-27,1057.6,GBp
2023-01-30,1059.65,GBp
2023-01-31,1055.6,GBp
2023-02-01,1057.33,GBp
2023-02-02,1050.96,GBp
2023-02-03,1038.56,GBp
2023-02-06,1047.32,GBp
2023-02-07,1048.12,GBp
2023-02-08,1045.24,GBp
2023-02-09,1048.45,GBp
2023-02-10,1048.53,GBp
2023-02-13,1049.66,GBp
2023-02-14,1040.37,GBp
2023-02-15,1040.73,GBp
2023-02-16,1040.9,GBp
2023-02-17,1038.99,GBp
2023-02-20,1048.13,GBp
2023-02-21,1051.26,GBp
2023-02-22,1058.51,GBp
2023-02-23,1053.03,GBp
2023-02-24,1060.42,GBp
2023-02-27,1063.26,GBp
2023-02-28,1068.66,GBp
2023-03-01,1070.61,GBp
2023-03-02,1079.57,GBp
2023-03-03,1080.14,GBp
2023-03-06,1078.67,GBp
2023-03-07,1070.75,GBp
2023-03-08,1078.64,GBp
2023-03-09,1086.48,GBp
2023-03-10,1079.95,GBp
2023-03-13,1081.55,GBp
2023-03-14,1092.28,GBp
2023-03-15,1090.05,GBp
2023-03-16,1101.89,GBp
2023-03-17,1096.96,GBp
2023-03-20,1094.52,GBp
2023-03-21,1087.87,GBp
2023-03-22,1091.14,GBp
2023-03-23,1098.89,GBp
2023-03-24,1094.84,GBp
2023-03-27,1099.25,GBp
2023-03-28,1099.27,GBp
2023-03-29,1095.28,GBp
2023-03-30,1092.28,GBp
2023-03-31,1088.85,GBp
2023-04-03,1095.8,GBp
2023-04-04,1095.12,GBp
2023-04-05,1098.59,GBp
2023-04-06,1097.43,GBp
2023-04-07,1105.45,GBp
2023-04-10,1103.72,GBp
2023-04-11,1100.44,GBp
2023-04-12,1103.3,GBp
2023-04-13,1103.87,GBp
2023-04-14,1087.95,GBp
2023-04-17,1090.66,GBp
2023-04-18,1087.95,GBp
2023-04-19,1090.41,GBp
2023-04-20,1090.9,GBp
2023-04-21,1087.89,GBp
2023-04-24,1089.12,GBp
2023-04-25,1098.54,GBp
2023-04-26,1103.93,GBp
2023-04-27,1102.99,GBp
2023-04-28,1097.97,GBp
2023-05-01,1095.67,GBp
2023-05-02,1082.55,GBp
2023-05-03,1082.72,GBp
2023-05-04,1091.05,GBp
2023-05-05,1090.45,GBp
2023-05-08,1077.02,GBp
2023-05-09,1085.51,GBp
2023-05-10,1080.22,GBp
2023-05-11,1086.52,GBp
2023-05-12,1080.62,GBp
2023-05-15,1087.87,GBp
2023-05-16,1079.94,GBp
2023-05-17,1076.12,GBp
2023-05-18,1073.53,GBp
2023-05-19,1073.22,GBp
2023-05-22,1075.56,GBp
2023-05-23,1069.58,GBp
2023-05-24,1068.56,GBp
2023-05-25,1061.95,GBp
2023-05-26,1065.23,GBp
2023-05-29,1064.29,GBp
2023-05-30,1063.46,GBp
2023-05-31,1051.8,GBp
2023-06-01,1056.34,GBp
2023-06-02,1063.08,GBp
2023-06-05,1060.86,GBp
2023-06-06,1058.54,GBp
2023-06-07,1058.55,GBp
2023-06-08,1063.36,GBp
2023-06-09,1065.83,GBp
2023-06-12,1062.71,GBp
2023-06-13,1067.2,GBp
2023-06-14,1060.44,GBp
2023-06-15,1061.95,GBp
2023-06-16,1064.9,GBp
2023-06-19,1067.74,GBp
2023-06-20,1064.41,GBp
2023-06-21,1065.06,GBp
2023-06-22,1066.94,GBp
2023-06-23,1060.98,GBp
2023-06-26,1047.09,GBp
2023-06-27,1042.63,GBp
2023-06-28,1049.72,GBp
2023-06-29,1042.99,GBp
2023-06-30,1045.56,GBp
2023-07-03,1046.16,GBp
2023-07-04,1040.66,GBp
2023-07-05,1043.04,GBp
2023-07-06,1046.21,GBp
2023-07-07,1050.71,GBp
2023-07-10,1042.3,GBp
2023-07-11,1047.24,GBp
2023-07-12,1042.34,GBp
2023-07-13,1037.0,GBp
2023-07-14,1037.8,GBp
2023-07-17,1036.18,GBp
2023-07-18,1041.06,GBp
2023-07-19,1040.61,GBp
2023-07-20,1032.48,GBp
2023-07-21,1026.14,GBp
2023-07-24,1032.65,GBp
2023-07-25,1037.07,GBp
2023-07-26,1039.27,GBp
2023-07-27,1037.33,GBp
2023-07-28,1035.0,GBp
2023-07-31,1040.87,GBp
2023-08-01,1046.81,GBp
2023-08-02,1040.99,GBp
2023-08-03,1043.12,GBp
2023-08-04,1042.65,GBp
2023-08-07,1040.25,GBp
2023-08-08,1036.43,GBp
2023-08-09,1031.0,GBp
2023-08-10,1038.22,GBp
2023-08-11,1043.01,GBp
2023-08-14,1048.06,GBp
2023-08-15,1043.65,GBp
2023-08-16,1037.73,GBp
2023-08-17,1034.16,GBp
2023-08-18,1041.56,GBp
2023-08-21,1039.95,GBp
2023-08-22,1042.28,GBp
2023-08-23,1049.17,GBp
2023-08-24,1052.65,GBp
2023-08-25,1046.0,GBp
2023-08-28,1044.29,GBp
2023-08-29,1046.3,GBp
2023-08-30,1056.74,GBp
2023-08-31,1057.26,GBp
2023-09-01,1053.25,GBp
2023-09-04,1051.23,GBp
2023-09-05,1050.27,GBp
2023-09-06,1050.24,GBp
2023-09-07,1051.27,GBp
2023-09-08,1055.58,GBp
2023-09-11,1056.14,GBp
2023-09-12,1049.14,GBp
2023-09-13,1040.71,GBp
2023-09-14,1039.54,GBp
2023-09-15,1040.72,GBp
2023-09-18,1044.78,GBp
2023-09-19,1041.4,GBp
2023-09-20,1044.17,GBp
2023-09-21,1042.03,GBp
2023-09-22,1036.68,GBp
2023-09-25,1034.12,GBp
2023-09-26,1033.78,GBp
2023-09-27,1038.1,GBp
2023-09-28,1034.01,GBp
2023-09-29,1036.34,GBp
2023-10-02,1035.44,GBp
2023-10-03,1030.51,GBp
2023-10-04,1038.01,GBp
2023-10-05,1039.92,GBp
2023-10-06,1041.46,GBp
2023-10-09,1044.39,GBp
